,sample_name,tax_id,tax_level,genus_tax_id,name,common_name,category,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids,expected_bg_count,p_val,p_adj,Barcode
19926,EARLI_11585_PLaD1_H6_OPS046_S88,1304,1,1301,Streptococcus salivarius,,bacteria,-0.006964749,-0.283751275,-0.283751275,0.078795432,4,NA,NA,95.85,102.5,53.1449,1.06747,3.4843,NA,NA,-0.292761745,0.039397716,2,NA,NA,100,40,307.653,0.324105,0.972488,NA,NA,NA,0,0,0,11585
19927,EARLI_11585_PLaD1_H6_OPS046_S88,117187,1,5506,Fusarium verticillioides,,eukaryota,-0.002698141,-0.148731492,-0.23522654,0.039397716,2,NA,NA,93.3,132.5,66.0613,0.294762,1.08561,NA,NA,-0.148731492,0.019698858,1,NA,NA,95.8,48,307.653,0.104723,0.571662,NA,NA,NA,0,0,0,11585
19928,EARLI_11585_PLaD1_H6_OPS046_S88,665099,1,1386,Bacillus oceanisediminis,,bacteria,0.03676353,0.381724279,-0.181058071,0.078795432,4,NA,NA,99.825,138.5,82.1701,0.310385,1.27909,NA,NA,0.381724279,0.315181729,16,1,12,42.6655,54.875,76.6874,0.0846592,0.603898,NA,NA,NA,0,0,0,11585
19930,EARLI_11585_PLaD1_H6_OPS046_S88,1847728,1,1578,Lactobacillus allii,,bacteria,0.732704626,100,-0.062643388,0.039397716,2,NA,NA,90.55,77.5,28.5949,0.0641017,0.394359,NA,NA,100,0.019698858,1,NA,NA,95.8,48,307.653,NA,NA,NA,NA,NA,0,0,0,11585
19931,EARLI_11585_PLaD1_H6_OPS046_S88,1007676,1,1578,Lactobacillus ginsenosidimutans,,bacteria,0.132244133,8.766511973,0.266966539,0.039397716,2,NA,NA,99.45,90,48.7354,0.0178686,0.0806435,NA,NA,8.766511973,0.039397716,2,NA,NA,96.6,29,307.653,0.000451084,0.00444266,NA,NA,NA,0,0,0,11585
19934,EARLI_11585_PLaD1_H6_OPS046_S88,37928,1,1663,Arthrobacter crystallopoietes,,bacteria,0.161085781,15.33057618,15.33057618,0.039397716,2,NA,NA,86.35,92,33.6303,0.000259215,0.00255297,NA,NA,-0.215234805,0.039397716,2,NA,NA,100,33,307.653,0.126497,0.404671,NA,NA,NA,0.013918621,6.8e-06,3.36e-05,11585
19935,EARLI_11585_PLaD1_H6_OPS046_S88,129951,1,10509,Human mastadenovirus C,,viruses,0.523497032,1.75647228,1.75647228,0.157590864,8,NA,NA,99.743,113,57.8928,0.0171119,0.0799779,NA,NA,1.178456434,0.078795432,4,NA,NA,99.175,47.5,173.042,0.0114153,0.0571766,NA,NA,NA,0.208909458,4.7e-06,2.35e-05,11585
19936,EARLI_11585_PLaD1_H6_OPS046_S88,85681,1,2706,Citrus clementina,,eukaryota,0.349221441,100,2.381255579,0.039397716,2,NA,NA,98.1,52,22.2147,0.00211916,0.015655,NA,NA,100,0.039397716,2,NA,NA,97.333,75,42.058,NA,NA,NA,NA,NA,0,0,0,11585
19939,EARLI_11585_PLaD1_H6_OPS046_S88,47671,1,47670,Lautropia mirabilis,,bacteria,0.034394859,5.269521455,5.269521455,0.039397716,2,NA,NA,97.183,213,96.7595,0.000744775,0.00733519,NA,NA,-0.330997578,0.039397716,2,NA,NA,100,27,12.5421,0.294103,0.769508,NA,NA,NA,0.061150476,0.000452686,0.001771063,11585
19940,EARLI_11585_PLaD1_H6_OPS046_S88,1352,1,1350,Enterococcus faecium,,bacteria,0.033937348,0.416765483,0.416765483,0.551568025,28,NA,NA,99.4156,148.929,80.875,0.19086,0.865494,NA,NA,-0.206917257,0.374278303,19,NA,NA,96.9579,47.5789,222.873,0.798558,2.05048,NA,NA,NA,0.020880311,1.38e-41,8.92e-41,11585
19941,EARLI_11585_PLaD1_H6_OPS046_S88,33934,1,150247,Anoxybacillus flavithermus,,bacteria,-0.005480098,-0.199178549,-0.200808989,0.09849429,5,NA,NA,90.28,92,37.9096,0.443203,1.7166,NA,NA,-0.199178549,0.019698858,1,NA,NA,100,48,307.653,0.194244,0.876325,NA,NA,NA,0.31504725,0.001041763,0.003795845,11585
19942,EARLI_11585_PLaD1_H6_OPS046_S88,1583,1,46255,Weissella confusa,,bacteria,0.006520974,0.36707238,0.36707238,0.118193148,6,NA,NA,97.1667,127.833,70.8916,0.0313831,0.236493,NA,NA,-0.017969633,0.059096574,3,NA,NA,98.9,42,307.653,0.064091,0.277937,NA,NA,NA,0.02269452,8.16e-11,4.81e-10,11585
19943,EARLI_11585_PLaD1_H6_OPS046_S88,172042,1,32207,Rothia aeria,,bacteria,-0.003298237,-0.130656864,-0.130656864,0.039397716,2,NA,NA,100,146,87.6383,7.99546,60.8928,NA,NA,-0.24772648,0.039397716,2,NA,NA,100,48,307.653,0.252523,0.860325,NA,NA,NA,0,0,0,11585
19948,EARLI_11585_PLaD1_H6_OPS046_S88,549,1,53335,Pantoea agglomerans,,bacteria,-0.014504866,-0.268181463,-0.314299947,0.078795432,4,NA,NA,98.425,146,84.5453,0.400494,1.02354,NA,NA,-0.268181463,0.039397716,2,NA,NA,97.85,47,307.653,0.785972,2.78384,NA,NA,NA,0.273378243,0.001789888,0.006172378,11585
19949,EARLI_11585_PLaD1_H6_OPS046_S88,29388,1,1279,Staphylococcus capitis,,bacteria,-0.025027327,-0.230861084,-0.278096026,0.19698858,10,NA,NA,97.8,110.9,61.4952,16.2661,57.7826,NA,NA,-0.230861084,0.09849429,5,NA,NA,99.58,43.6,307.653,3.97763,16.8029,NA,NA,NA,0.029972481,5.24e-15,3.21e-14,11585
19952,EARLI_11585_PLaD1_H6_OPS046_S88,182337,1,551,Erwinia billingiae,,bacteria,-0.00207793,-0.056197008,-0.109539129,0.039397716,2,NA,NA,97.3,146,82.1487,0.0636281,0.221203,NA,NA,-0.056197008,0.039397716,2,NA,NA,100,48,307.653,0.0496485,0.182408,NA,NA,NA,0,0,0,11585
19953,EARLI_11585_PLaD1_H6_OPS046_S88,96345,1,237,Flavobacterium psychrophilum,,bacteria,-0.002268454,-0.135065726,-0.135065726,0.039397716,2,NA,NA,93.2,59,22.8539,3.95575,28.9959,NA,NA,-0.154408894,0.039397716,2,NA,NA,97.2,36,307.653,0.959772,5.96063,NA,NA,NA,0.018493722,1.56e-05,7.44e-05,11585
19968,EARLI_11586_PLaD1_B9_OPS046_S130,1280,1,1279,Staphylococcus aureus,,bacteria,30.87215408,7.471225314,7.471225314,138.7868943,8356,89,610,99.7607,105.393,55.9978,6.03891,17.7679,NA,NA,-0.057522725,56.75380776,3417,93,621,96.5742,46.0972,238.618,74.1236,301.964,NA,NA,NA,0.488040585,0,0,11586
19971,EARLI_11586_PLaD1_B9_OPS046_S130,160791,1,13687,Sphingomonas wittichii,,bacteria,-0.003466455,-0.306392743,-0.324432438,0.0332185,2,NA,NA,88.4,146,64.3098,1.05314,3.14371,NA,NA,-0.306392743,0.01660925,1,NA,NA,100,48,307.653,0.534845,1.69141,NA,NA,NA,0,0,0,11586
19972,EARLI_11586_PLaD1_B9_OPS046_S130,397260,1,13687,Sphingomonas sanxanigenens,,bacteria,-0.003833711,-0.331658385,-0.365354356,0.0332185,2,NA,NA,89,81.5,31.2892,3.68149,9.98557,NA,NA,-0.331658385,0.01660925,1,NA,NA,100,48,307.653,0.642044,1.88578,NA,NA,NA,0,0,0,11586
19977,EARLI_11586_PLaD1_B9_OPS046_S130,2500548,1,434,Acetobacter sp. B6,,bacteria,2.388299833,100,100,0.0332185,2,NA,NA,99.65,146,86.9529,NA,NA,NA,NA,100,0.066437001,4,NA,NA,63.475,49,154.136,NA,NA,NA,NA,NA,0,0,0,11586
19980,EARLI_11586_PLaD1_B9_OPS046_S130,1758194,1,222,Achromobacter sp. AONIH1,,bacteria,2.047635001,100,100,0.0332185,2,NA,NA,100,101,56.9208,NA,NA,NA,NA,100,0.0332185,2,NA,NA,100,33,307.653,NA,NA,NA,NA,NA,0,0,0,11586
19982,EARLI_11586_PLaD1_B9_OPS046_S130,2584466,1,68287,Mesorhizobium sp. 8,,bacteria,1.509288182,100,100,0.0332185,2,NA,NA,93.8,145.5,74.9397,NA,NA,NA,NA,100,0.0332185,2,NA,NA,97.9,48,307.653,NA,NA,NA,NA,NA,0,0,0,11586
19988,EARLI_11586_PLaD1_B9_OPS046_S130,470,1,469,Acinetobacter baumannii,,bacteria,-0.002054992,-0.13010402,-0.135193285,0.083046251,5,NA,NA,95.34,77.4,36.7317,76.2454,563.359,NA,NA,-0.13010402,0.0332185,2,NA,NA,88.35,45,307.653,41.9232,321.973,NA,NA,NA,0,0,0,11586
20193,EARLI_11597_PLaD1_N8_OPS046_S126,37296,1,10379,Human gammaherpesvirus 8,,viruses,1555.308884,100,100,0.116648166,6,NA,NA,99.4333,96,52.3999,NA,NA,NA,NA,100,0.038882722,2,NA,NA,95.85,48,307.653,NA,NA,NA,NA,NA,0,0,0,11597
20194,EARLI_11597_PLaD1_N8_OPS046_S126,56689,1,1866885,Mycolicibacterium mucogenicum,,bacteria,-9.326691505,0.42995111,0.42995111,0.038882722,2,NA,NA,94.8,96,46.6576,0.00854305,0.0705654,NA,NA,-0.282862358,0.388827221,20,NA,NA,93.4879,45.3,250.743,3.23595,10.0654,NA,NA,NA,0,0,0,11597
20196,EARLI_11597_PLaD1_N8_OPS046_S126,687349,1,687331,Torque teno virus 10,,viruses,14.64362387,100,100,0.155530888,8,1,4,95.324,211.125,96.34,NA,NA,NA,NA,100,0.077765444,4,NA,NA,92.9,38.5,307.653,NA,NA,NA,NA,NA,0,0,0,11597
20197,EARLI_11597_PLaD1_N8_OPS046_S126,2219696,1,13687,Sphingomonas sp. FARSPH,,bacteria,4.440086624,100,100,0.116648166,6,1,6,99.725,364,307.653,NA,NA,NA,NA,100,0.077765444,4,1,6,99.123,114,47.308,NA,NA,NA,NA,NA,0,0,0,11597
20198,EARLI_11597_PLaD1_N8_OPS046_S126,1532555,1,41275,Brevundimonas sp. DS20,,bacteria,-0.014468308,-0.313064073,-0.344316388,0.097206805,5,NA,NA,95.56,101.8,52.8197,1.98749,5.48996,NA,NA,-0.313064073,0.038882722,2,NA,NA,100,48,307.653,0.370931,1.06064,NA,NA,NA,0.098346045,5.79e-06,2.87e-05,11597
20204,EARLI_11597_PLaD1_N8_OPS046_S126,38289,1,1716,Corynebacterium jeikeium,,bacteria,-0.077556132,-0.180641112,-0.180641112,1.477543439,76,NA,NA,98.2697,92.1974,48.4682,2.78226,7.2227,NA,NA,-0.291281576,0.116648166,6,NA,NA,98.75,41.3333,307.653,0.66491,1.88224,NA,NA,NA,0.437743087,2.54e-26,1.62e-25,11597
20205,EARLI_11597_PLaD1_N8_OPS046_S126,33887,1,33886,Rathayibacter rathayi,,bacteria,2.007230061,100,100,0.038882722,2,NA,NA,91.286,241,87.4908,NA,NA,NA,NA,100,0.038882722,2,NA,NA,100,80,49.9101,NA,NA,NA,NA,NA,0.009412411,2.15e-06,1.1e-05,11597
20207,EARLI_11597_PLaD1_N8_OPS046_S126,1707785,1,149698,Massilia sp. WG5,,bacteria,7.96e-05,0.569720758,-0.286420809,0.077765444,4,NA,NA,92.975,92.75,44.1552,14.4717,50.2545,NA,NA,0.569720758,0.038882722,2,NA,NA,92.85,44.5,307.653,0.0118926,0.0473743,NA,NA,NA,0.140637922,0.000158358,0.000667404,11597
20210,EARLI_11597_PLaD1_N8_OPS046_S126,82541,1,106589,Cupriavidus gilardii,,bacteria,-0.014043323,-0.285685836,-0.31426553,0.116648166,6,NA,NA,95.9483,171.333,84.8373,3.00181,9.18065,NA,NA,-0.285685836,0.019441361,1,NA,NA,95.8,48,307.653,0.193776,0.610232,NA,NA,NA,0,0,0,11597
20211,EARLI_11597_PLaD1_N8_OPS046_S126,329,1,48736,Ralstonia pickettii,,bacteria,-0.425203408,-0.272468846,-0.282242889,2.896762796,149,NA,NA,98.7077,147.06,81.1892,264.123,925.537,NA,NA,-0.272468846,2.099666993,108,NA,NA,98.1003,49.2778,261.008,92.0479,330.123,NA,NA,NA,11.08512848,0.000365246,0.001452009,11597
20213,EARLI_11597_PLaD1_N8_OPS046_S126,93218,1,93217,Pandoraea apista,,bacteria,0.83089492,3.337290558,0.198360965,0.874861247,45,NA,NA,99.7267,140.756,78.497,0.569671,1.53856,NA,NA,3.337290558,0.855419886,44,1,12,82.493,46.7727,160.02,0.0646589,0.236947,NA,NA,NA,2.80774268,0.000144901,0.000613747,11597
20214,EARLI_11597_PLaD1_N8_OPS046_S126,1303,1,1301,Streptococcus oralis,,bacteria,-0.007488643,-0.208149584,-0.208149584,0.116648166,6,NA,NA,97.45,117.833,63.8359,14.5482,69.3326,NA,NA,-0.312650208,0.038882722,2,NA,NA,98.8,42,307.653,1.25477,3.88897,NA,NA,NA,0.025071394,1.59e-10,9.3e-10,11597
20216,EARLI_11597_PLaD1_N8_OPS046_S126,1274,1,57495,Dermacoccus nishinomiyaensis,,bacteria,-0.001877897,0.818306725,-0.125181786,1.283129829,66,NA,NA,98.8939,112.758,61.2262,18.3404,136.26,NA,NA,0.818306725,0.661006276,34,NA,NA,99.5059,45.1176,273.653,0.183931,0.583003,NA,NA,NA,0.755450046,7.01e-16,4.32e-15,11597
20217,EARLI_11597_PLaD1_N8_OPS046_S126,29385,1,1279,Staphylococcus saprophyticus,,bacteria,-0.022157952,-0.235694669,-0.235694669,0.19441361,10,NA,NA,99.2,90.6,49.3231,1.2608,4.52444,NA,NA,-0.237501196,0.097206805,5,NA,NA,100,39.4,307.653,0.582721,2.04426,NA,NA,NA,0,0,0,11597
20219,EARLI_11597_PLaD1_N8_OPS046_S126,184914,1,83461,Corallococcus coralloides,,bacteria,-0.005756266,-0.197824254,-0.255550982,0.077765444,4,NA,NA,98.4,97,51.4693,0.236688,0.621882,NA,NA,-0.197824254,0.038882722,2,NA,NA,97.6,42,307.653,0.114705,0.383281,NA,NA,NA,0.009390964,6.32e-10,3.67e-09,11597
20222,EARLI_11597_PLaD1_N8_OPS046_S126,405212,1,29330,Alicyclobacillus acidocaldarius,,bacteria,0.016163338,0.590442475,0.590442475,0.155530888,8,NA,NA,99.9125,95.625,53.1017,0.047833,0.182402,NA,NA,0.503958751,0.038882722,2,NA,NA,98.95,45,307.653,0.00940557,0.0584912,NA,NA,NA,0.017240055,1.4e-14,8.55e-14,11597
20223,EARLI_11597_PLaD1_N8_OPS046_S126,10376,1,10375,Human gammaherpesvirus 4,Epstein-Barr virus,viruses,0.006339535,0.278516386,0.278516386,0.077765444,4,NA,NA,99.65,126.75,73.7993,0.0226905,0.197744,NA,NA,0.09037305,0.038882722,2,NA,NA,100,43,307.653,0.0215489,0.191803,NA,NA,NA,0,0,0,11597
20225,EARLI_11597_PLaD1_N8_OPS046_S126,347,1,338,Xanthomonas oryzae,,bacteria,-0.019605009,-0.295399136,-0.321682794,0.038882722,2,NA,NA,90.75,146,69.109,1.34689,4.06614,NA,NA,-0.295399136,0.174972249,9,NA,NA,98.6111,46.8889,307.653,1.49312,4.46226,NA,NA,NA,0,0,0,11597
20228,EARLI_11597_PLaD1_N8_OPS046_S126,217204,1,222,Achromobacter insolitus,,bacteria,-0.001539297,0.189328606,-0.313795508,0.038882722,2,NA,NA,90.2,123,55.4559,0.696209,2.09476,NA,NA,0.189328606,0.038882722,2,NA,NA,84,37.5,307.653,0.0199765,0.0998593,NA,NA,NA,0,0,0,11597
20229,EARLI_11597_PLaD1_N8_OPS046_S126,1299,1,1298,Deinococcus radiodurans,,bacteria,-0.010738342,-0.331090497,-0.347361446,0.038882722,2,NA,NA,98.35,89.5,47.0361,0.297634,0.744905,NA,NA,-0.331090497,0.058324083,3,NA,NA,82.4753,66.3333,125.458,0.535793,1.44211,NA,NA,NA,0,0,0,11597
20235,EARLI_11597_PLaD1_N8_OPS046_S126,5062,1,5052,Aspergillus oryzae,,eukaryota,-0.015231096,-0.159199557,-0.159199557,0.233296333,12,NA,NA,100,54.1667,25.0688,0.545579,1.96158,NA,NA,-0.187944138,0.019441361,1,NA,NA,74.4,43,307.653,0.0801928,0.323242,NA,NA,NA,0.195122048,1.84e-08,1.03e-07,11597
20244,EARLI_11599_PLaD1_E8_OPS046_S117,10359,1,10358,Human betaherpesvirus 5,Human cytomegalovirus,viruses,301238.2567,99,99,24.49532872,1016,53,304,99.7019,190.176,104.408,0.000335689,0.00330615,NA,NA,99,19.04656466,790,55,330,96.5243,67.0899,169.349,0.00654756,0.0363966,NA,NA,NA,0,0,0,11599
20245,EARLI_11599_PLaD1_E8_OPS046_S117,37296,1,10379,Human gammaherpesvirus 8,,viruses,6027.393878,100,100,0.289314906,12,NA,NA,99.7833,91.1667,49.8831,NA,NA,NA,NA,100,0.313424482,13,1,4,73.1592,26.5385,165.285,NA,NA,NA,NA,NA,0,0,0,11599
20246,EARLI_11599_PLaD1_E8_OPS046_S117,1891762,1,1891714,Human polyomavirus 1,,viruses,4919.271637,100,100,0.289314906,12,NA,NA,99.65,122,70.7944,NA,NA,NA,NA,100,0.289314906,12,NA,NA,97.8417,39,307.653,NA,NA,NA,NA,NA,0,0,0,11599
20254,EARLI_11599_PLaD1_E8_OPS046_S117,739141,1,407,Methylobacterium sp. XJLW,,bacteria,7.135640449,100,100,0.120547878,5,NA,NA,98.9048,182.4,97.2592,NA,NA,NA,NA,100,0.096438302,4,NA,NA,70,52,24.3528,NA,NA,NA,NA,NA,0,0,0,11599
20257,EARLI_11599_PLaD1_E8_OPS046_S117,1596,1,1578,Lactobacillus gasseri,,bacteria,-0.041886984,-0.073956207,-0.073956207,1.543012833,64,NA,NA,99.9141,63.5156,31.3363,2.33004,10.6418,NA,NA,-0.247910538,0.048219151,2,NA,NA,100,31,307.653,1.45825,5.68766,NA,NA,NA,0,0,0,11599
20260,EARLI_11599_PLaD1_E8_OPS046_S117,363952,1,283,Comamonas thiooxydans,,bacteria,1.830439758,100,100,0.096438302,4,NA,NA,99.15,84,43.9993,NA,NA,NA,NA,-0.316599566,0.072328727,3,NA,NA,93.0667,48,307.653,1.35677,4.05699,NA,NA,NA,0,0,0,11599
20262,EARLI_11599_PLaD1_E8_OPS046_S117,3847,1,3846,Glycine max,soybean,eukaryota,0.012828733,0.224429521,0.220044766,0.144657453,6,NA,NA,95.5,59.6667,24.7097,0.0709594,0.334923,NA,NA,0.224429521,0.048219151,2,NA,NA,100,41,307.653,0.025225,0.102456,NA,NA,NA,0.127830336,4.16e-06,2.09e-05,11599
20263,EARLI_11599_PLaD1_E8_OPS046_S117,1280,1,1279,Staphylococcus aureus,,bacteria,-0.162750775,-0.24371511,-0.257105561,1.470684106,61,NA,NA,99.6295,73.1311,36.8429,6.03891,17.7679,NA,NA,-0.24371511,0.530410661,22,NA,NA,99.2864,41.7273,269.331,74.1236,301.964,NA,NA,NA,0.103799284,4.77e-48,3.11e-47,11599
20271,EARLI_11599_PLaD1_E8_OPS046_S117,28135,1,838,Prevotella oris,,bacteria,0.231228769,6.4463448,6.4463448,0.144657453,6,NA,NA,96.4333,79,39.2177,0.00297453,0.0219788,NA,NA,-0.070925016,0.048219151,2,NA,NA,100,37,307.653,0.0764544,0.3981,NA,NA,NA,0,0,0,11599
20274,EARLI_11599_PLaD1_E8_OPS046_S117,10376,1,10375,Human gammaherpesvirus 4,Epstein-Barr virus,viruses,0.001715829,0.139050229,0.129099497,0.048219151,2,NA,NA,100,145.5,87.2984,0.0226905,0.197744,NA,NA,0.139050229,0.048219151,2,NA,NA,100,48,307.653,0.0215489,0.191803,NA,NA,NA,0,0,0,11599
20275,EARLI_11599_PLaD1_E8_OPS046_S117,301301,1,841,Roseburia hominis,,bacteria,-9.48E-05,0.160014887,-0.169388128,0.048219151,2,NA,NA,96,125.5,66.7727,0.59133,3.20631,NA,NA,0.160014887,0.048219151,2,NA,NA,100,41,307.653,0.0250986,0.14449,NA,NA,NA,0,0,0,11599
20276,EARLI_11599_PLaD1_E8_OPS046_S117,166486,1,841,Roseburia intestinalis,,bacteria,-0.002366205,-0.024718141,-0.212208881,0.048219151,2,NA,NA,100,93,51.4685,0.178418,0.613541,NA,NA,-0.024718141,0.048219151,2,NA,NA,100,31,307.653,0.0529768,0.192476,NA,NA,NA,0.016077432,1.04e-05,5.03e-05,11599
20283,EARLI_11599_PLaD1_E8_OPS046_S117,729,1,724,Haemophilus parainfluenzae,,bacteria,-0.008741004,-0.259158809,-0.259158809,0.048219151,2,NA,NA,91.8,146,71.1705,2.06031,7.76393,NA,NA,-0.310151003,0.048219151,2,NA,NA,98.95,48,307.653,0.268235,0.709383,NA,NA,NA,0.102051842,0.001734398,0.005995286,11599
20371,EARLI_11620_PLaD1_F3_OPS046_S38,5866,1,5864,Babesia bigemina,,eukaryota,768.9153665,100,100,0.071389295,4,1,4,97.863,234,110.105,NA,NA,NA,NA,100,0.071389295,4,1,4,94.737,38,19.1759,NA,NA,NA,NA,NA,0.136374677,0.000140173,0.000594904,11620
20375,EARLI_11620_PLaD1_F3_OPS046_S38,2479367,1,82976,Buttiauxella sp. 3AFRM03,,bacteria,356.9584557,100,100,0.035694647,2,NA,NA,91.3,69,26.8861,NA,NA,NA,NA,100,0.035694647,2,NA,NA,100,33,307.653,NA,NA,NA,NA,NA,0.055004737,0.000339582,0.001358328,11620
20380,EARLI_11620_PLaD1_F3_OPS046_S38,93064,1,13687,Sphingomonas koreensis,,bacteria,-0.065237686,-0.201085602,-0.278360241,0.892366182,50,NA,NA,95.2426,116.42,56.9841,4.81989,14.1095,NA,NA,-0.201085602,0.374793796,21,NA,NA,96.1648,43.4286,281.189,1.02721,3.24447,NA,NA,NA,2.296122102,1.17e-05,5.65e-05,11620
20386,EARLI_11620_PLaD1_F3_OPS046_S38,69666,1,75,Caulobacter mirabilis,,bacteria,4.739640229,100,100,0.124931265,7,NA,NA,90.294,60.5714,16.0776,NA,NA,NA,NA,100,0.035694647,2,NA,NA,72.368,76,30.5528,NA,NA,NA,NA,NA,0,0,0,11620
20387,EARLI_11620_PLaD1_F3_OPS046_S38,721785,1,12916,Acidovorax ebreus,,bacteria,-0.012292719,0.605030127,-0.127715677,1.052992095,59,NA,NA,98.5694,103.814,53.9521,1.87696,6.45158,NA,NA,0.605030127,0.160625913,9,NA,NA,98.616,47.4444,249.556,0.0505189,0.181986,NA,NA,NA,0,0,0,11620
20394,EARLI_11620_PLaD1_F3_OPS046_S38,2017485,1,43668,Brachybacterium sp. VR2415,,bacteria,-0.003817386,-0.138700206,-0.262868609,0.035694647,2,NA,NA,91.7,108,49.3372,1.45268,5.39047,NA,NA,-0.138700206,0.035694647,2,NA,NA,71.8,39,307.653,0.14131,0.761465,NA,NA,NA,0.019868628,1.92e-05,9.06e-05,11620
20395,EARLI_11620_PLaD1_F3_OPS046_S38,544580,1,1654,Actinomyces oris,,bacteria,-0.008333612,-0.198975223,-0.198975223,0.071389295,4,NA,NA,97.6,62,28.3122,2.57209,12.5679,NA,NA,-0.214203876,0.053541971,3,NA,NA,80.2083,33.3333,205.064,2.66488,12.1909,NA,NA,NA,0.021757573,3.76e-08,2.09e-07,11620
20400,EARLI_11620_PLaD1_F3_OPS046_S38,1502,1,1485,Clostridium perfringens,,bacteria,-0.00342642,-0.027927241,-0.027927241,0.142778589,8,NA,NA,98.525,73.75,37.3402,0.165568,0.816028,NA,NA,-0.256426852,0.035694647,2,NA,NA,94.1,34,307.653,0.223794,0.73354,NA,NA,NA,0.011215563,3.24e-16,2e-15,11620
20405,EARLI_11620_PLaD1_F3_OPS046_S38,33940,1,129337,Geobacillus thermodenitrificans,,bacteria,0.041372324,5.149207164,0.280414614,0.071389295,4,NA,NA,95.25,58.5,24.5765,0.0302993,0.146533,NA,NA,5.149207164,0.017847324,1,NA,NA,95.8,48,307.653,0.000345117,0.00339901,NA,NA,NA,0.011215563,1.51e-09,8.7e-09,11620
20406,EARLI_11620_PLaD1_F3_OPS046_S38,33039,1,572511,[Ruminococcus] torques,,bacteria,-0.008978663,-0.191667114,-0.191667114,0.142778589,8,NA,NA,98.975,56.5,25.6314,0.782987,3.34021,NA,NA,-0.319034646,0.035694647,2,NA,NA,100,28,307.653,0.958027,2.89101,NA,NA,NA,0.003350477,7.07e-21,4.45e-20,11620
20407,EARLI_11620_PLaD1_F3_OPS046_S38,817,1,816,Bacteroides fragilis,,bacteria,0.032096429,0.175080138,0.175080138,0.856671535,48,1,4,99.456,91.9167,47.5191,0.403263,2.58972,NA,NA,0.040256045,0.356946473,20,1,4,98.7,46.8,253.455,0.313856,1.07041,NA,NA,NA,0.036054318,3.46e-58,2.27e-57,11620
20409,EARLI_11620_PLaD1_F3_OPS046_S38,47671,1,47670,Lautropia mirabilis,,bacteria,0.028649425,4.764685343,4.764685343,0.035694647,2,NA,NA,100,145.5,87.2984,0.000744775,0.00733519,NA,NA,-0.335809833,0.035694647,2,NA,NA,100,48,307.653,0.294103,0.769508,NA,NA,NA,0.08729141,0.001161962,0.004188751,11620
20411,EARLI_11620_PLaD1_F3_OPS046_S38,10376,1,10375,Human gammaherpesvirus 4,Epstein-Barr virus,viruses,0.005792393,0.24627192,0.24627192,0.071389295,4,NA,NA,100,144.25,86.4422,0.0226905,0.197744,NA,NA,0.166801723,0.053541971,3,NA,NA,97.7,31.6667,307.653,0.0215489,0.191803,NA,NA,NA,0,0,0,11620
20412,EARLI_11620_PLaD1_F3_OPS046_S38,58627,1,4958,Debaryomyces fabryi,,eukaryota,0.004054322,0.390933895,0.390933895,0.035694647,2,NA,NA,98.833,257,97.3363,0.0104911,0.0644701,NA,NA,0.202365682,0.035694647,2,NA,NA,94.366,71,37.5258,0.0203084,0.0760319,NA,NA,NA,0,0,0,11620
20413,EARLI_11620_PLaD1_F3_OPS046_S38,853,1,216851,Faecalibacterium prausnitzii,,bacteria,0.001724243,0.037221361,0.037221361,0.9816028,55,NA,NA,98.3382,62.5273,29.2741,0.854589,3.41239,NA,NA,-0.117538091,0.071389295,4,NA,NA,99.275,34,307.653,2.30915,19.0386,NA,NA,NA,0,0,0,11620
20418,EARLI_11620_PLaD1_F3_OPS046_S38,1517,1,28895,Thermoanaerobacterium thermosaccharolyticum,,bacteria,-0.000794127,-0.046178646,-0.076413568,0.071389295,4,NA,NA,98.825,101.25,55.7496,0.118018,0.610215,NA,NA,-0.046178646,0.035694647,2,NA,NA,96.6,45.5,307.653,0.0455186,0.212738,NA,NA,NA,0.16134259,0.000270293,0.001098262,11620
20419,EARLI_11620_PLaD1_F3_OPS046_S38,301301,1,841,Roseburia hominis,,bacteria,-0.002622619,0.073334122,-0.151029083,0.107083942,6,NA,NA,99.5333,86.3333,46.4984,0.59133,3.20631,NA,NA,0.073334122,0.035694647,2,NA,NA,97.75,44,307.653,0.0250986,0.14449,NA,NA,NA,0,0,0,11620
20424,EARLI_11620_PLaD1_F3_OPS046_S38,43675,1,32207,Rothia mucilaginosa,,bacteria,-0.006816806,-0.218947992,-0.223421753,0.071389295,4,NA,NA,98.35,125,70.5543,9.64309,42.8414,NA,NA,-0.218947992,0.071389295,4,NA,NA,100,41.5,307.653,0.242849,0.783107,NA,NA,NA,0.21800103,0.000822239,0.003061223,11620
