gene_name,significant_in_sepsis,overlap_with_icucontrols,significant_in_icucontrols
NUDT12,TRUE,FALSE,FALSE
NUDT14,TRUE,FALSE,FALSE
NUDT15,TRUE,FALSE,FALSE
NUDT19,TRUE,FALSE,FALSE
NUDT2,TRUE,FALSE,FALSE
NUDT4,TRUE,FALSE,FALSE
NUDT7,TRUE,FALSE,FALSE
NUP160,TRUE,FALSE,FALSE
NUP58,TRUE,FALSE,FALSE
NUPR1,TRUE,FALSE,FALSE
NUSAP1,TRUE,FALSE,FALSE
NVL,TRUE,FALSE,FALSE
NXPH3,TRUE,FALSE,FALSE
NXT2,TRUE,FALSE,FALSE
OAF,TRUE,FALSE,FALSE
OAS1,TRUE,FALSE,FALSE
OAS2,TRUE,FALSE,FALSE
OAS3,TRUE,FALSE,FALSE
OASL,TRUE,FALSE,FALSE
OAT,TRUE,FALSE,FALSE
OAZ1,TRUE,FALSE,FALSE
OBSCN,TRUE,FALSE,FALSE
OCRL,TRUE,FALSE,FALSE
ODF3B,TRUE,FALSE,FALSE
OLFM2,TRUE,FALSE,FALSE
OLFM4,TRUE,TRUE,TRUE
OLFML1,TRUE,FALSE,FALSE
OLR1,FALSE,FALSE,TRUE
OMG,TRUE,FALSE,FALSE
OOSP3,TRUE,FALSE,FALSE
OPA1,TRUE,FALSE,FALSE
OPLAH,TRUE,FALSE,FALSE
OPRD1,TRUE,FALSE,FALSE
OR10S1,TRUE,FALSE,FALSE
OR1K1,TRUE,FALSE,FALSE
OR1M1,TRUE,FALSE,FALSE
OR1N1,TRUE,FALSE,FALSE
OR2C3,TRUE,FALSE,FALSE
OR2I1P,TRUE,FALSE,FALSE
OR2L8,TRUE,FALSE,FALSE
OR2T29,TRUE,FALSE,FALSE
OR2T3,TRUE,FALSE,FALSE
OR2T33,TRUE,FALSE,FALSE
OR3A2,TRUE,FALSE,FALSE
OR3A3,TRUE,FALSE,FALSE
OR52A1,TRUE,FALSE,FALSE
OR7D4,TRUE,FALSE,FALSE
OR7G2,TRUE,FALSE,FALSE
OR9A2,TRUE,FALSE,FALSE
ORM2,TRUE,FALSE,FALSE
OSBPL5,TRUE,FALSE,FALSE
OSBPL9,TRUE,FALSE,FALSE
OSCAR,TRUE,FALSE,FALSE
OSGIN1,TRUE,FALSE,FALSE
OSM,TRUE,TRUE,TRUE
OSR1,TRUE,FALSE,FALSE
OST4,TRUE,FALSE,FALSE
OSTF1,TRUE,FALSE,FALSE
OTOP3,TRUE,FALSE,FALSE
OTUD1,TRUE,FALSE,FALSE
OTULINL,TRUE,FALSE,FALSE
OVCH2,TRUE,FALSE,FALSE
OVOL1,TRUE,FALSE,FALSE
OXGR1,TRUE,FALSE,FALSE
OXNAD1,TRUE,FALSE,FALSE
OXSR1,TRUE,FALSE,FALSE
OXT,TRUE,FALSE,FALSE
P2RX1,TRUE,FALSE,FALSE
P2RX4,TRUE,FALSE,FALSE
P2RX7,TRUE,FALSE,FALSE
P2RY1,TRUE,FALSE,FALSE
P2RY11,TRUE,FALSE,FALSE
P2RY4,TRUE,FALSE,FALSE
P3H3,TRUE,FALSE,FALSE
P4HA1,TRUE,FALSE,FALSE
P4HB,TRUE,FALSE,FALSE
P4HTM,TRUE,FALSE,FALSE
PABPC1,TRUE,FALSE,FALSE
PABPC4,TRUE,FALSE,FALSE
PABPN1L,TRUE,FALSE,FALSE
PACS1,TRUE,FALSE,FALSE
PADI4,TRUE,FALSE,FALSE
PAFAH2,TRUE,FALSE,FALSE
PAG1,TRUE,FALSE,FALSE
PAIP2,TRUE,FALSE,FALSE
PANK1,TRUE,FALSE,FALSE
PANK3,TRUE,FALSE,FALSE
PANK4,TRUE,FALSE,FALSE
PAPSS1,TRUE,FALSE,FALSE
PAQR8,TRUE,FALSE,FALSE
PARP16,TRUE,FALSE,FALSE
PARP3,TRUE,FALSE,FALSE
PATE2,TRUE,FALSE,FALSE
PATL2,TRUE,FALSE,FALSE
PATZ1,TRUE,FALSE,FALSE
PAX1,TRUE,FALSE,FALSE
PBK,TRUE,FALSE,FALSE
PBX4,TRUE,FALSE,FALSE
PCBP1,TRUE,FALSE,FALSE
PCBP2,TRUE,FALSE,FALSE
PCDH12,TRUE,FALSE,FALSE
PCDHA5,TRUE,FALSE,FALSE
PCDHGA10,TRUE,FALSE,FALSE
PCDHGA6,TRUE,FALSE,FALSE
PCDHGB2,TRUE,FALSE,FALSE
PCDHGB3,TRUE,FALSE,FALSE
PCED1A,TRUE,FALSE,FALSE
PCED1B,TRUE,FALSE,FALSE
PCGF3,TRUE,FALSE,FALSE
PCMT1,TRUE,FALSE,FALSE
PCMTD1,TRUE,FALSE,FALSE
PCNP,TRUE,FALSE,FALSE
PCNX2,TRUE,FALSE,FALSE
PCOLCE2,TRUE,FALSE,FALSE
PCSK7,TRUE,FALSE,FALSE
PCSK9,TRUE,FALSE,FALSE
PCYOX1L,TRUE,FALSE,FALSE
PCYT1A,TRUE,FALSE,FALSE
PCYT2,TRUE,FALSE,FALSE
PDCD10,TRUE,FALSE,FALSE
PDCD1LG2,TRUE,FALSE,FALSE
PDE2A,TRUE,FALSE,FALSE
PDE4D,TRUE,FALSE,FALSE
PDE4DIP,TRUE,FALSE,FALSE
PDE5A,TRUE,FALSE,FALSE
PDE6H,TRUE,FALSE,FALSE
PDGFB,TRUE,FALSE,FALSE
PDGFC,TRUE,FALSE,FALSE
PDK4,TRUE,FALSE,FALSE
PDLIM1,TRUE,FALSE,FALSE
PDLIM2,TRUE,FALSE,FALSE
PDLIM3,TRUE,FALSE,FALSE
PDSS1,TRUE,FALSE,FALSE
PDXDC1,TRUE,FALSE,FALSE
PDZD4,TRUE,FALSE,FALSE
PDZD8,TRUE,FALSE,FALSE
PEAK1,TRUE,FALSE,FALSE
PECR,TRUE,FALSE,FALSE
PEF1,TRUE,FALSE,FALSE
PEMT,TRUE,FALSE,FALSE
PEPD,TRUE,FALSE,FALSE
PER1,TRUE,FALSE,FALSE
PER3,TRUE,FALSE,FALSE
PEX2,TRUE,FALSE,FALSE
PFDN1,TRUE,FALSE,FALSE
PFDN5,TRUE,FALSE,FALSE
PFKFB2,TRUE,FALSE,FALSE
PFN1,TRUE,FALSE,FALSE
PGAM1,TRUE,FALSE,FALSE
PGAM4,TRUE,FALSE,FALSE
PGBD2,TRUE,FALSE,FALSE
PGD,TRUE,FALSE,FALSE
PGGHG,TRUE,FALSE,FALSE
PGK1,TRUE,FALSE,FALSE
PGLYRP1,TRUE,FALSE,FALSE
PGM2,TRUE,FALSE,FALSE
PGM2L1,TRUE,FALSE,FALSE
PGPEP1,TRUE,FALSE,FALSE
PGRMC1,TRUE,FALSE,FALSE
PHACTR2,TRUE,FALSE,FALSE
PHACTR4,TRUE,FALSE,FALSE
PHC3,TRUE,FALSE,FALSE
PHETA1,TRUE,FALSE,FALSE
PHF20L1,TRUE,FALSE,FALSE
PHKB,TRUE,FALSE,FALSE
PHLDB3,TRUE,FALSE,FALSE
PHLPP2,TRUE,FALSE,FALSE
PHYH,TRUE,FALSE,FALSE
PHYHD1,TRUE,FALSE,FALSE
PI16,TRUE,FALSE,FALSE
PIEZO1,TRUE,FALSE,FALSE
PIGK,TRUE,FALSE,FALSE
PIGL,TRUE,FALSE,FALSE
PIGM,TRUE,FALSE,FALSE
PIH1D2,TRUE,FALSE,FALSE
PIK3C3,TRUE,FALSE,FALSE
PIK3CA,TRUE,FALSE,FALSE
PIK3CB,TRUE,FALSE,FALSE
PIK3R6,TRUE,FALSE,FALSE
PIM1,TRUE,FALSE,FALSE
PIM3,TRUE,FALSE,FALSE
PINX1,TRUE,FALSE,FALSE
PIP,TRUE,FALSE,FALSE
PIWIL4,TRUE,FALSE,FALSE
PJA2,TRUE,FALSE,FALSE
PKM,TRUE,FALSE,FALSE
PLA2G4B,TRUE,FALSE,FALSE
PLA2R1,TRUE,FALSE,FALSE
PLAA,TRUE,FALSE,FALSE
PLAAT1,TRUE,FALSE,FALSE
PLAAT3,TRUE,FALSE,FALSE
PLAAT4,TRUE,FALSE,FALSE
PLAC8,TRUE,FALSE,FALSE
PLBD1,TRUE,FALSE,FALSE
PLCG1,TRUE,FALSE,FALSE
PLCH2,TRUE,FALSE,FALSE
PLCXD3,TRUE,FALSE,FALSE
PLD1,TRUE,FALSE,FALSE
PLEKHA5,TRUE,FALSE,FALSE
PLEKHB1,TRUE,FALSE,FALSE
PLEKHB2,TRUE,FALSE,FALSE
PLEKHD1,TRUE,FALSE,FALSE
PLEKHF1,TRUE,FALSE,FALSE
PLEKHF2,TRUE,FALSE,FALSE
PLEKHG6,TRUE,FALSE,FALSE
PLEKHO1,TRUE,FALSE,FALSE
PLIN2,TRUE,FALSE,FALSE
PLK1,TRUE,FALSE,FALSE
PLK3,TRUE,TRUE,TRUE
PLK4,TRUE,FALSE,FALSE
PLP2,TRUE,FALSE,FALSE
PLPBP,TRUE,FALSE,FALSE
PLSCR1,TRUE,FALSE,FALSE
PLSCR4,TRUE,FALSE,FALSE
PLTP,TRUE,FALSE,FALSE
PLXDC1,TRUE,FALSE,FALSE
PLXNA1,TRUE,FALSE,FALSE
PLXNA2,TRUE,FALSE,FALSE
PLXNB2,TRUE,FALSE,FALSE
PMEL,TRUE,FALSE,FALSE
PMVK,TRUE,FALSE,FALSE
PNMA3,TRUE,FALSE,FALSE
PNMA8A,TRUE,FALSE,FALSE
PNN,TRUE,FALSE,FALSE
PNP,TRUE,FALSE,FALSE
PNPLA2,TRUE,FALSE,FALSE
PNPLA6,TRUE,FALSE,FALSE
PNPLA8,TRUE,FALSE,FALSE
PODN,TRUE,FALSE,FALSE
POGLUT1,TRUE,FALSE,FALSE
POLA1,TRUE,FALSE,FALSE
POLB,TRUE,FALSE,FALSE
POLDIP2,TRUE,FALSE,FALSE
POLQ,TRUE,FALSE,FALSE
POLR1C,TRUE,FALSE,FALSE
POLR2B,TRUE,FALSE,FALSE
POLR2J2,TRUE,FALSE,FALSE
POLR2M,TRUE,FALSE,FALSE
POLR3B,TRUE,FALSE,FALSE
POLR3D,TRUE,FALSE,FALSE
POLR3GL,TRUE,FALSE,FALSE
POMP,TRUE,FALSE,FALSE
POP4,TRUE,FALSE,FALSE
POTEB,TRUE,FALSE,FALSE
POU2F2,TRUE,TRUE,TRUE
POU4F2,TRUE,FALSE,FALSE
POU5F1B,TRUE,FALSE,FALSE
PPA2,TRUE,FALSE,FALSE
PPARG,TRUE,FALSE,FALSE
PPARGC1B,TRUE,FALSE,FALSE
PPCDC,TRUE,FALSE,FALSE
PPFIA3,TRUE,FALSE,FALSE
PPFIBP2,TRUE,FALSE,FALSE
PPIA,TRUE,FALSE,FALSE
PPIL1,TRUE,FALSE,FALSE
PPIL2,TRUE,FALSE,FALSE
PPL,TRUE,FALSE,FALSE
PPM1A,TRUE,FALSE,FALSE
PPM1B,TRUE,FALSE,FALSE
PPM1M,TRUE,FALSE,FALSE
PPP1CB,TRUE,FALSE,FALSE
PPP1R13B,TRUE,FALSE,FALSE
PPP1R13L,TRUE,FALSE,FALSE
PPP1R14D,TRUE,FALSE,FALSE
PPP1R1B,TRUE,FALSE,FALSE
PPP2CA,TRUE,FALSE,FALSE
PPP2R3C,TRUE,FALSE,FALSE
PPP2R5A,TRUE,FALSE,FALSE
PPP2R5B,TRUE,FALSE,FALSE
PPP2R5E,TRUE,FALSE,FALSE
PPP3CB,TRUE,FALSE,FALSE
PPP3CC,TRUE,FALSE,FALSE
PPP3R1,TRUE,FALSE,FALSE
PPP4R2,TRUE,FALSE,FALSE
PPP4R3B,TRUE,FALSE,FALSE
PPP4R4,TRUE,FALSE,FALSE
PPP5C,TRUE,FALSE,FALSE
PPP6C,TRUE,FALSE,FALSE
PPRC1,TRUE,FALSE,FALSE
PRAG1,TRUE,FALSE,FALSE
PRDM11,TRUE,FALSE,FALSE
PRDX3,TRUE,FALSE,FALSE
PRDX5,TRUE,FALSE,FALSE
PREB,TRUE,FALSE,FALSE
PRKAA1,TRUE,FALSE,FALSE
PRKAB1,TRUE,FALSE,FALSE
PRKAG1,TRUE,FALSE,FALSE
PRKAG2,TRUE,FALSE,FALSE
PRKAR1A,TRUE,FALSE,FALSE
PRKAR2A,TRUE,FALSE,FALSE
PRKAR2B,TRUE,FALSE,FALSE
PRKCQ,TRUE,FALSE,FALSE
PRKCZ,TRUE,FALSE,FALSE
PRKN,TRUE,FALSE,FALSE
PRKY,TRUE,FALSE,FALSE
PRND,TRUE,FALSE,FALSE
PRORP,TRUE,FALSE,FALSE
PROS1,TRUE,FALSE,FALSE
PROSER1,TRUE,FALSE,FALSE
PROSER3,TRUE,FALSE,FALSE
PRPF19,TRUE,FALSE,FALSE
PRPF38A,TRUE,FALSE,FALSE
PRPF8,TRUE,FALSE,FALSE
PRPH2,TRUE,FALSE,FALSE
PRR11,TRUE,FALSE,FALSE
PRR29,TRUE,FALSE,FALSE
PRR5L,TRUE,FALSE,FALSE
PRRG1,TRUE,FALSE,FALSE
PRRT1,TRUE,FALSE,FALSE
PRSS2,TRUE,FALSE,FALSE
PRSS3,TRUE,FALSE,FALSE
PRSS58,TRUE,FALSE,FALSE
PRTN3,TRUE,TRUE,TRUE
PSMA1,TRUE,FALSE,FALSE
PSMA2,TRUE,FALSE,FALSE
PSMA4,TRUE,FALSE,FALSE
PSMA6,TRUE,FALSE,FALSE
PSMA7,TRUE,FALSE,FALSE
PSMB4,TRUE,FALSE,FALSE
PSMB6,TRUE,FALSE,FALSE
PSMC1,TRUE,FALSE,FALSE
PSMC6,TRUE,FALSE,FALSE
PSMD11,TRUE,FALSE,FALSE
PSMD12,TRUE,FALSE,FALSE
PSMD13,TRUE,FALSE,FALSE
PSMD5,TRUE,FALSE,FALSE
PSMD7,TRUE,FALSE,FALSE
PSPN,TRUE,FALSE,FALSE
PSTPIP2,TRUE,FALSE,FALSE
PTBP2,TRUE,FALSE,FALSE
PTCH1,TRUE,FALSE,FALSE
PTGDR2,TRUE,FALSE,FALSE
PTGER1,TRUE,FALSE,FALSE
PTP4A1,TRUE,FALSE,FALSE
PTP4A2,TRUE,FALSE,FALSE
PTPN1,TRUE,FALSE,FALSE
PTPN12,TRUE,FALSE,FALSE
PTPN13,TRUE,FALSE,FALSE
PTPN22,TRUE,FALSE,FALSE
PTPN5,TRUE,FALSE,FALSE
PTPRA,TRUE,FALSE,FALSE
PTPRB,TRUE,FALSE,FALSE
PTPRO,TRUE,FALSE,FALSE
PTRH1,TRUE,FALSE,FALSE
PTTG1,TRUE,FALSE,FALSE
PTX3,TRUE,FALSE,FALSE
PUS1,TRUE,FALSE,FALSE
PUSL1,TRUE,FALSE,FALSE
PVALB,TRUE,FALSE,FALSE
PVR,TRUE,FALSE,FALSE
PXK,TRUE,FALSE,FALSE
PXMP4,TRUE,FALSE,FALSE
PYCR3,TRUE,FALSE,FALSE
PYGM,TRUE,FALSE,FALSE
PZP,TRUE,FALSE,FALSE
QDPR,TRUE,FALSE,FALSE
QRFP,TRUE,FALSE,FALSE
QSOX1,TRUE,FALSE,FALSE
QTRT1,TRUE,FALSE,FALSE
R3HCC1L,TRUE,FALSE,FALSE
RAB10,TRUE,FALSE,FALSE
RAB11A,TRUE,FALSE,FALSE
RAB11B,TRUE,FALSE,FALSE
RAB11FIP2,TRUE,FALSE,FALSE
RAB11FIP3,TRUE,FALSE,FALSE
RAB13,TRUE,FALSE,FALSE
RAB18,TRUE,FALSE,FALSE
RAB1A,TRUE,FALSE,FALSE
RAB1B,TRUE,FALSE,FALSE
RAB20,TRUE,FALSE,FALSE
RAB27A,TRUE,FALSE,FALSE
RAB2A,TRUE,FALSE,FALSE
RAB2B,TRUE,FALSE,FALSE
RAB31,TRUE,FALSE,FALSE
RAB32,TRUE,FALSE,FALSE
RAB33A,TRUE,FALSE,FALSE
RAB3IP,TRUE,FALSE,FALSE
RAB42,TRUE,FALSE,FALSE
RAB44,TRUE,FALSE,FALSE
RAB4A,TRUE,FALSE,FALSE
RAB5A,TRUE,FALSE,FALSE
RAB5B,TRUE,FALSE,FALSE
RAB5IF,TRUE,FALSE,FALSE
RAB6A,TRUE,FALSE,FALSE
RAB8B,TRUE,FALSE,FALSE
RABAC1,TRUE,FALSE,FALSE
RABGEF1,TRUE,FALSE,FALSE
RABL2A,TRUE,FALSE,FALSE
RAC2,TRUE,FALSE,FALSE
RAD21,TRUE,FALSE,FALSE
RAD51C,TRUE,FALSE,FALSE
RAG1,TRUE,FALSE,FALSE
RALGAPA2,TRUE,FALSE,FALSE
RAMP2,TRUE,FALSE,FALSE
RAMP3,TRUE,FALSE,FALSE
RANBP2,TRUE,FALSE,FALSE
RANBP6,TRUE,FALSE,FALSE
RANBP9,TRUE,FALSE,FALSE
RAP1A,TRUE,FALSE,FALSE
RAP1B,TRUE,FALSE,FALSE
RAP2A,TRUE,FALSE,FALSE
RAP2B,TRUE,FALSE,FALSE
RAP2C,TRUE,FALSE,FALSE
RAPGEF2,TRUE,FALSE,FALSE
RAPGEF6,TRUE,FALSE,FALSE
RARG,TRUE,FALSE,FALSE
RARS1,TRUE,FALSE,FALSE
RASA2,TRUE,FALSE,FALSE
RASA3,TRUE,FALSE,FALSE
RASA4,TRUE,FALSE,FALSE
RASA4B,TRUE,FALSE,FALSE
RASEF,TRUE,FALSE,FALSE
RASGRF2,TRUE,FALSE,FALSE
RASSF4,TRUE,FALSE,FALSE
RASSF6,TRUE,FALSE,FALSE
RB1CC1,TRUE,FALSE,FALSE
RBFA,TRUE,FALSE,FALSE
RBL1,TRUE,FALSE,FALSE
RBM11,FALSE,FALSE,TRUE
RBM19,TRUE,FALSE,FALSE
RBM27,TRUE,FALSE,FALSE
RBM44,TRUE,FALSE,FALSE
RBM4B,TRUE,FALSE,FALSE
RBM7,TRUE,FALSE,FALSE
RBMS1,TRUE,FALSE,FALSE
RBMXL1,TRUE,FALSE,FALSE
RBPJ,TRUE,FALSE,FALSE
RCAN1,TRUE,FALSE,FALSE
RCAN3,TRUE,FALSE,FALSE
RCC1L,TRUE,FALSE,FALSE
RCHY1,TRUE,FALSE,FALSE
RCL1,TRUE,FALSE,FALSE
RCN3,TRUE,FALSE,FALSE
RCOR2,TRUE,FALSE,FALSE
RD3L,TRUE,FALSE,FALSE
RDH16,TRUE,FALSE,FALSE
RDH8,TRUE,FALSE,FALSE
REC8,TRUE,FALSE,FALSE
RECK,TRUE,FALSE,FALSE
REEP1,TRUE,FALSE,FALSE
REEP2,TRUE,FALSE,FALSE
REEP6,TRUE,FALSE,FALSE
RELL2,TRUE,FALSE,FALSE
REM2,TRUE,FALSE,FALSE
RERE,TRUE,FALSE,FALSE
RETN,TRUE,FALSE,FALSE
RETREG2,TRUE,FALSE,FALSE
REX1BD,TRUE,FALSE,FALSE
RFESD,TRUE,FALSE,FALSE
RFLNA,TRUE,FALSE,FALSE
RFLNB,TRUE,FALSE,FALSE
RFNG,TRUE,FALSE,FALSE
RFTN1,TRUE,FALSE,FALSE
RGCC,TRUE,FALSE,FALSE
RGL1,TRUE,FALSE,FALSE
RGL4,TRUE,FALSE,FALSE
RGMB,TRUE,FALSE,FALSE
RGPD6,TRUE,FALSE,FALSE
RGS13,TRUE,FALSE,FALSE
RGS18,TRUE,FALSE,FALSE
RGS4,TRUE,FALSE,FALSE
RGS7,TRUE,FALSE,FALSE
RHBDD1,TRUE,FALSE,FALSE
RHBDD2,TRUE,FALSE,FALSE
RHBDL1,TRUE,FALSE,FALSE
RHEB,TRUE,FALSE,FALSE
RHEX,TRUE,FALSE,FALSE
RHOA,TRUE,FALSE,FALSE
RHOB,TRUE,FALSE,FALSE
RHOBTB3,TRUE,FALSE,FALSE
RHOG,TRUE,FALSE,FALSE
RHOU,TRUE,FALSE,FALSE
RHPN1,TRUE,FALSE,FALSE
RIC8B,TRUE,FALSE,FALSE
RILPL1,TRUE,FALSE,FALSE
RIMBP3,TRUE,FALSE,FALSE
RIMS3,TRUE,FALSE,FALSE
RIN2,TRUE,FALSE,FALSE
RIOK3,TRUE,FALSE,FALSE
RIOX1,TRUE,FALSE,FALSE
RIPK4,TRUE,FALSE,FALSE
RIPOR1,TRUE,FALSE,FALSE
RLF,TRUE,FALSE,FALSE
RLIM,TRUE,FALSE,FALSE
RMDN2,FALSE,FALSE,TRUE
RMI1,TRUE,FALSE,FALSE
RMI2,TRUE,FALSE,FALSE
RNASE2,TRUE,FALSE,FALSE
RNASE3,TRUE,FALSE,FALSE
RNASE8,TRUE,FALSE,FALSE
RNASEK,TRUE,FALSE,FALSE
RND1,TRUE,FALSE,FALSE
RNF10,TRUE,FALSE,FALSE
RNF13,TRUE,FALSE,FALSE
RNF139,TRUE,FALSE,FALSE
RNF14,TRUE,FALSE,FALSE
RNF141,TRUE,FALSE,FALSE
RNF145,TRUE,FALSE,FALSE
RNF151,TRUE,FALSE,FALSE
RNF157,TRUE,FALSE,FALSE
RNF180,TRUE,FALSE,FALSE
RNF186,TRUE,FALSE,FALSE
RNF2,TRUE,FALSE,FALSE
RNF217,TRUE,FALSE,FALSE
RNF222,TRUE,FALSE,FALSE
RNF38,TRUE,FALSE,FALSE
RNF43,TRUE,FALSE,FALSE
RNGTT,TRUE,FALSE,FALSE
RNH1,FALSE,FALSE,TRUE
RO60,TRUE,FALSE,FALSE
ROCK1,TRUE,FALSE,FALSE
ROGDI,TRUE,FALSE,FALSE
ROMO1,TRUE,FALSE,FALSE
RORA,TRUE,FALSE,FALSE
RP2,TRUE,FALSE,FALSE
RPAIN,TRUE,FALSE,FALSE
RPH3AL,TRUE,FALSE,FALSE
RPL27,TRUE,FALSE,FALSE
RPL30,TRUE,FALSE,FALSE
RPL31,TRUE,FALSE,FALSE
RPL36AL,TRUE,FALSE,FALSE
RPL39,TRUE,FALSE,FALSE
RPL41,TRUE,FALSE,FALSE
RPL7,TRUE,FALSE,FALSE
RPL9,TRUE,FALSE,FALSE
RPLP1,TRUE,FALSE,FALSE
RPP40,TRUE,FALSE,FALSE
RPS10,TRUE,FALSE,FALSE
RPS11,TRUE,FALSE,FALSE
RPS12,TRUE,FALSE,FALSE
RPS14,TRUE,FALSE,FALSE
RPS15A,TRUE,FALSE,FALSE
RPS19BP1,TRUE,FALSE,FALSE
RPS3A,TRUE,FALSE,FALSE
RPS6KA3,TRUE,FALSE,FALSE
RPS6KA5,TRUE,FALSE,FALSE
RPS9,TRUE,FALSE,FALSE
RPTOR,TRUE,FALSE,FALSE
RPUSD2,TRUE,FALSE,FALSE
RPUSD4,TRUE,FALSE,FALSE
RRAGA,TRUE,FALSE,FALSE
RRAGC,TRUE,FALSE,FALSE
RRAGD,TRUE,FALSE,FALSE
RRM2,TRUE,FALSE,FALSE
RRP1,TRUE,FALSE,FALSE
RRP15,TRUE,FALSE,FALSE
RRP9,TRUE,FALSE,FALSE
RSAD1,TRUE,FALSE,FALSE
RSAD2,TRUE,FALSE,FALSE
RSBN1,TRUE,FALSE,FALSE
RSKR,TRUE,FALSE,FALSE
RSRC2,TRUE,FALSE,FALSE
RSU1,TRUE,FALSE,FALSE
RTCA,TRUE,FALSE,FALSE
RTL6,TRUE,FALSE,FALSE
RTL8C,TRUE,FALSE,FALSE
RTN3,TRUE,FALSE,FALSE
RTN4,TRUE,FALSE,FALSE
RTP4,TRUE,FALSE,FALSE
RUFY4,TRUE,FALSE,FALSE
RUNDC1,TRUE,FALSE,FALSE
RWDD1,TRUE,FALSE,FALSE
RYBP,TRUE,FALSE,FALSE
S100A12,TRUE,FALSE,FALSE
S100A6,TRUE,FALSE,FALSE
S100A7,TRUE,FALSE,FALSE
S100A8,TRUE,FALSE,FALSE
S100A9,TRUE,FALSE,FALSE
S100P,TRUE,FALSE,FALSE
S1PR2,TRUE,FALSE,FALSE
S1PR5,TRUE,FALSE,FALSE
SALL3,TRUE,FALSE,FALSE
SAMD8,TRUE,FALSE,FALSE
SAMHD1,TRUE,FALSE,FALSE
SAMSN1,TRUE,FALSE,FALSE
SAR1B,TRUE,FALSE,FALSE
SARDH,TRUE,FALSE,FALSE
SARM1,TRUE,FALSE,FALSE
SASH1,TRUE,FALSE,FALSE
SAXO1,TRUE,FALSE,FALSE
SBK1,TRUE,FALSE,FALSE
SBNO1,TRUE,FALSE,FALSE
SCAP,TRUE,FALSE,FALSE
SCARF1,TRUE,FALSE,FALSE
SCARF2,TRUE,FALSE,FALSE
SCART1,TRUE,FALSE,FALSE
SCCPDH,TRUE,FALSE,FALSE
SCFD1,TRUE,FALSE,FALSE
SCIMP,TRUE,FALSE,FALSE
SCML4,TRUE,FALSE,FALSE
SCN3B,TRUE,FALSE,FALSE
SCNN1A,TRUE,FALSE,FALSE
SCP2,TRUE,FALSE,FALSE
SCPEP1,TRUE,FALSE,FALSE
SCRN2,TRUE,FALSE,FALSE
SCRT2,TRUE,FALSE,FALSE
SCUBE1,TRUE,FALSE,FALSE
SCYL2,TRUE,FALSE,FALSE
SDCBP,TRUE,FALSE,FALSE
SDCBP2,TRUE,FALSE,FALSE
SDF2,TRUE,FALSE,FALSE
SDHAF3,TRUE,FALSE,FALSE
SDHC,TRUE,FALSE,FALSE
SDR42E1,TRUE,FALSE,FALSE
SDS,TRUE,FALSE,FALSE
SEC16B,TRUE,FALSE,FALSE
SEC23A,TRUE,FALSE,FALSE
SEC23B,TRUE,FALSE,FALSE
SEC24A,TRUE,FALSE,FALSE
SEC24B,TRUE,FALSE,FALSE
SEC61G,TRUE,FALSE,FALSE
SEC62,TRUE,FALSE,FALSE
SECTM1,TRUE,FALSE,FALSE
SELENOF,TRUE,FALSE,FALSE
SELENOK,TRUE,FALSE,FALSE
SELENOM,TRUE,FALSE,FALSE
SELENOT,TRUE,FALSE,FALSE
SELENOW,TRUE,FALSE,FALSE
SEMA3A,TRUE,FALSE,FALSE
SEMA3B,TRUE,FALSE,FALSE
SEMA4C,TRUE,FALSE,FALSE
SEMA4D,TRUE,FALSE,FALSE
SEMA4F,TRUE,FALSE,FALSE
SEPHS2,TRUE,FALSE,FALSE
SEPTIN2,TRUE,FALSE,FALSE
SEPTIN7,TRUE,FALSE,FALSE
SEPTIN8,TRUE,FALSE,FALSE
SERF2,TRUE,FALSE,FALSE
SERINC1,TRUE,FALSE,FALSE
SERINC2,TRUE,FALSE,FALSE
SERINC4,TRUE,FALSE,FALSE
SERINC5,TRUE,FALSE,FALSE
SERP1,TRUE,FALSE,FALSE
SERPINA12,TRUE,FALSE,FALSE
SERPINA5,TRUE,FALSE,FALSE
SERPINB1,TRUE,FALSE,FALSE
SERPINB10,TRUE,FALSE,FALSE
SERPINB2,TRUE,FALSE,FALSE
SERPIND1,TRUE,FALSE,FALSE
SERPINE2,TRUE,FALSE,FALSE
SERPINF1,TRUE,FALSE,FALSE
SERPING1,TRUE,FALSE,FALSE
SERTAD2,TRUE,FALSE,FALSE
SERTAD3,TRUE,FALSE,FALSE
SESN2,TRUE,TRUE,TRUE
SETBP1,TRUE,FALSE,FALSE
SETD3,TRUE,FALSE,FALSE
SF3B6,TRUE,FALSE,FALSE
SFI1,TRUE,FALSE,FALSE
SFN,TRUE,FALSE,FALSE
SFRP5,TRUE,FALSE,FALSE
SFT2D1,TRUE,FALSE,FALSE
SFT2D2,TRUE,FALSE,FALSE
SFTPB,TRUE,FALSE,FALSE
SFXN1,TRUE,FALSE,FALSE
SFXN2,TRUE,FALSE,FALSE
SFXN3,TRUE,FALSE,FALSE
SGCB,TRUE,FALSE,FALSE
SGF29,TRUE,FALSE,FALSE
SGMS2,TRUE,FALSE,FALSE
SGO1,TRUE,FALSE,FALSE
SGSH,TRUE,FALSE,FALSE
SGSM1,TRUE,FALSE,FALSE
SGTB,TRUE,FALSE,FALSE
SH2D1A,TRUE,FALSE,FALSE
SH2D3A,TRUE,FALSE,FALSE
SH2D3C,TRUE,FALSE,FALSE
